pair_id,protocol,gap_limit,token,exact_source,NC,DAC,near_region,near_index,far_index,PDMS_gap,near_PDMS,far_PDMS,near_q,far_q,near_r_knn,far_r_knn,common_noise_key
primary:de94e95519d85f21:51:49,primary,0.25,de94e95519d85f21,IL-native,1.0,1.0,boundary,51,49,0.13978692556675298,90.85619512145597,90.71640819588922,69.53125,99.21875,1.082773181998367,2.311545889828162,primary:de94e95519d85f21:51:49
primary:de94e95519d85f21:55:42,primary,0.25,de94e95519d85f21,IL-native,1.0,1.0,boundary,55,42,0.21780586456979734,91.27378078985986,91.49158665442965,56.25,96.09375,1.0312843710996078,1.5276574509824368,primary:de94e95519d85f21:55:42
primary:de94e95519d85f21:58:54,primary,0.25,de94e95519d85f21,IL-native,1.0,1.0,core,58,54,0.13120766015353524,90.72276996925424,90.59156230910071,37.5,98.4375,0.9360117450237799,2.064282594131264,primary:de94e95519d85f21:58:54
primary:de9806cb0a2c53a3:129:133,primary,0.25,de9806cb0a2c53a3,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,133,0.041991519585820924,89.85164474591195,89.80965322632613,92.96875,96.09375,1.9670426344122314,2.4300267181285284,primary:de9806cb0a2c53a3:129:133
primary:de9806cb0a2c53a3:137:141,primary,0.25,de9806cb0a2c53a3,Bridge-0.4_mts_8692,1.0,1.0,boundary,137,141,0.21228831355314526,89.80839257024448,89.59610425669133,94.53125,96.875,2.135103651486622,2.526867850679926,primary:de9806cb0a2c53a3:137:141
primary:de9806cb0a2c53a3:37:43,primary,0.25,de9806cb0a2c53a3,IL-native,1.0,1.0,boundary,37,43,0.18179211650800653,89.1728678635915,88.9910757470835,57.8125,95.3125,1.0511970603188485,2.230265940155904,primary:de9806cb0a2c53a3:37:43
primary:de9806cb0a2c53a3:50:39,primary,0.25,de9806cb0a2c53a3,IL-native,1.0,1.0,boundary,50,39,0.18491023584195432,90.70523677914997,90.89014701499192,92.96875,96.09375,1.9328266077876937,2.3823648148580916,primary:de9806cb0a2c53a3:50:39
primary:de9806cb0a2c53a3:54:35,primary,0.25,de9806cb0a2c53a3,IL-native,1.0,1.0,boundary,54,35,0.17799204270268376,90.75211044678596,90.93010248948865,75.78125,98.4375,1.163747992577177,3.2778453592964825,primary:de9806cb0a2c53a3:54:35
primary:de9dfb594099510e:141:129,primary,0.25,de9dfb594099510e,Bridge-0.4_mts_8692,1.0,1.0,boundary,141,129,0.0,100.0,100.0,94.53125,96.09375,2.5177725510477718,2.810149250420922,primary:de9dfb594099510e:141:129
primary:de9dfb594099510e:149:145,primary,0.25,de9dfb594099510e,Bridge-0.4_mts_8751,1.0,1.0,boundary,149,145,0.0,100.0,100.0,93.75,97.65625,2.0319476284993594,3.271959949481951,primary:de9dfb594099510e:149:145
primary:de9dfb594099510e:157:153,primary,0.25,de9dfb594099510e,Bridge-0.4_mts_8751,1.0,1.0,boundary,157,153,0.0,100.0,100.0,93.75,96.875,2.2514684482497485,3.014449795247657,primary:de9dfb594099510e:157:153
primary:df16f52f5bea51cc:33:38,primary,0.25,df16f52f5bea51cc,IL-native,1.0,1.0,boundary,33,38,0.0,100.0,100.0,93.75,95.3125,1.3537813156789127,1.3779495349001334,primary:df16f52f5bea51cc:33:38
primary:df16f52f5bea51cc:34:40,primary,0.25,df16f52f5bea51cc,IL-native,1.0,1.0,boundary,34,40,0.0,100.0,100.0,64.84375,97.65625,1.088214581764351,1.5050650238324084,primary:df16f52f5bea51cc:34:40
primary:df16f52f5bea51cc:41:44,primary,0.25,df16f52f5bea51cc,IL-native,1.0,1.0,boundary,41,44,0.0,100.0,100.0,53.125,95.3125,1.017078131888486,1.364131455434519,primary:df16f52f5bea51cc:41:44
primary:df16f52f5bea51cc:43:46,primary,0.25,df16f52f5bea51cc,IL-native,1.0,1.0,boundary,43,46,0.0,100.0,100.0,58.59375,97.65625,1.0442602461688688,1.50196513969196,primary:df16f52f5bea51cc:43:46
primary:df244d376fd85a93:34:46,primary,0.25,df244d376fd85a93,IL-native,1.0,1.0,boundary,34,46,0.06713871387829329,99.13114590360331,99.06400718972502,66.40625,96.09375,1.123760292562965,1.7267560125449581,primary:df244d376fd85a93:34:46
primary:df244d376fd85a93:47:58,primary,0.25,df244d376fd85a93,IL-native,1.0,1.0,boundary,47,58,0.008622658214463286,100.0,99.99137734178554,70.3125,95.3125,1.15209862787977,1.6001813435339616,primary:df244d376fd85a93:47:58
primary:df244d376fd85a93:49:54,primary,0.25,df244d376fd85a93,IL-native,1.0,1.0,core,49,54,0.006953985845171928,99.06424352833554,99.05728954249037,29.6875,96.875,0.8935691668996363,1.9556654450021222,primary:df244d376fd85a93:49:54
primary:df51d2fef8c25f56:23:0,primary,0.25,df51d2fef8c25f56,GT,1.0,1.0,boundary,23,0,0.0,100.0,100.0,93.75,100.0,1.7036797300972872,3.611037463806924,primary:df51d2fef8c25f56:23:0
primary:dfdc23aed4e95e49:133:129,primary,0.25,dfdc23aed4e95e49,Bridge-0.4_mts_8692,1.0,1.0,boundary,133,129,0.0,100.0,100.0,91.40625,95.3125,1.70548605809162,2.307207116657771,primary:dfdc23aed4e95e49:133:129
primary:dfdc23aed4e95e49:149:145,primary,0.25,dfdc23aed4e95e49,Bridge-0.4_mts_8751,1.0,1.0,boundary,149,145,0.0,100.0,100.0,94.53125,95.3125,2.1059269116380626,2.165313429413508,primary:dfdc23aed4e95e49:149:145
primary:dfdc23aed4e95e49:153:157,primary,0.25,dfdc23aed4e95e49,Bridge-0.4_mts_8751,1.0,1.0,boundary,153,157,0.0,100.0,100.0,92.96875,95.3125,2.0289606871072703,2.2195998692513776,primary:dfdc23aed4e95e49:153:157
primary:dfdc23aed4e95e49:134:130,primary,0.25,dfdc23aed4e95e49,Bridge-0.6_mts_8692,1.0,1.0,boundary,134,130,0.0,100.0,100.0,94.53125,100.0,2.1223825998593897,3.1412693132172116,primary:dfdc23aed4e95e49:134:130
primary:dfdc23aed4e95e49:1:0,primary,0.25,dfdc23aed4e95e49,GT,1.0,1.0,boundary,1,0,0.0,100.0,100.0,92.1875,95.3125,1.936706931951284,2.2144443309309727,primary:dfdc23aed4e95e49:1:0
primary:dfdc23aed4e95e49:3:2,primary,0.25,dfdc23aed4e95e49,GT,1.0,1.0,boundary,3,2,0.0,100.0,100.0,92.96875,95.3125,1.9777904433391964,2.1878883596180456,primary:dfdc23aed4e95e49:3:2
primary:dfdc23aed4e95e49:5:4,primary,0.25,dfdc23aed4e95e49,GT,1.0,1.0,boundary,5,4,0.0,100.0,100.0,92.1875,95.3125,1.868743923806265,2.3642652202347425,primary:dfdc23aed4e95e49:5:4
primary:dfdc23aed4e95e49:29:6,primary,0.25,dfdc23aed4e95e49,GT,1.0,1.0,boundary,29,6,0.0,100.0,100.0,92.96875,100.0,2.091633935644407,3.259212249051872,primary:dfdc23aed4e95e49:29:6
primary:dfdc23aed4e95e49:31:7,primary,0.25,dfdc23aed4e95e49,GT,1.0,1.0,boundary,31,7,0.0,100.0,100.0,92.96875,95.3125,1.9745023015186143,2.382080885949071,primary:dfdc23aed4e95e49:31:7
primary:dfdc23aed4e95e49:32:47,primary,0.25,dfdc23aed4e95e49,IL-native,1.0,1.0,boundary,32,47,0.0,100.0,100.0,85.15625,95.3125,1.3573092255630683,2.352646505108098,primary:dfdc23aed4e95e49:32:47
primary:e15983da12955abf:129:133,primary,0.25,e15983da12955abf,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,133,0.132707273914761,88.74048615850262,88.87319343241738,86.71875,99.21875,1.2493357436838557,1.7117564266662668,primary:e15983da12955abf:129:133
primary:e15983da12955abf:7:27,primary,0.25,e15983da12955abf,GT,1.0,1.0,boundary,7,27,0.09239723520742871,89.05266835568027,89.1450655908877,94.53125,97.65625,1.4664182930238678,1.634287743977336,primary:e15983da12955abf:7:27
primary:e15983da12955abf:13:9,primary,0.25,e15983da12955abf,GT,1.0,1.0,boundary,13,9,0.10444095653677721,89.05317136063753,89.15761231717431,90.625,99.21875,1.3404699078105702,1.776239022546281,primary:e15983da12955abf:13:9
primary:e15983da12955abf:17:23,primary,0.25,e15983da12955abf,GT,1.0,1.0,boundary,17,23,0.07674617689401941,88.62744882942233,88.70419500631635,86.71875,100.0,1.2607666140871232,3.155265106952996,primary:e15983da12955abf:17:23
primary:e15983da12955abf:59:44,primary,0.25,e15983da12955abf,IL-native,1.0,1.0,boundary,59,44,0.01758685050663189,87.78437535099627,87.76678850048964,55.46875,96.09375,1.0171766880898812,1.5332727021116221,primary:e15983da12955abf:59:44
primary:e165b9b4eb5f5cf4:32:39,primary,0.25,e165b9b4eb5f5cf4,IL-native,1.0,1.0,boundary,32,39,0.0,100.0,100.0,50.78125,98.4375,1.0084927850540648,1.6558447765413458,primary:e165b9b4eb5f5cf4:32:39
primary:e165b9b4eb5f5cf4:34:49,primary,0.25,e165b9b4eb5f5cf4,IL-native,1.0,1.0,boundary,34,49,0.0,100.0,100.0,78.90625,99.21875,1.1314643933106372,1.7716359253273959,primary:e165b9b4eb5f5cf4:34:49
primary:e165b9b4eb5f5cf4:35:51,primary,0.25,e165b9b4eb5f5cf4,IL-native,1.0,1.0,boundary,35,51,0.0,100.0,100.0,86.71875,95.3125,1.2171862588677906,1.485340985796698,primary:e165b9b4eb5f5cf4:35:51
primary:e1b0455379fd5adf:144:148,primary,0.25,e1b0455379fd5adf,Bridge-0.2_mts_8751,1.0,1.0,boundary,144,148,0.0,100.0,100.0,89.84375,99.21875,1.4213877857588773,2.0047506982612404,primary:e1b0455379fd5adf:144:148
primary:e1b0455379fd5adf:129:133,primary,0.25,e1b0455379fd5adf,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,133,0.0,100.0,100.0,93.75,99.21875,1.5209672156260041,1.8187129796901405,primary:e1b0455379fd5adf:129:133
primary:e1b0455379fd5adf:34:49,primary,0.25,e1b0455379fd5adf,IL-native,1.0,1.0,boundary,34,49,0.0,100.0,100.0,67.96875,99.21875,1.091605272562679,2.3382526556734358,primary:e1b0455379fd5adf:34:49
primary:e1b339d45b635f03:39:46,primary,0.25,e1b339d45b635f03,IL-native,1.0,1.0,boundary,39,46,0.053212538625018624,99.24387691468232,99.29708945330734,93.75,98.4375,1.588540011659599,1.9146514425724062,primary:e1b339d45b635f03:39:46
primary:e1ee982450c85213:137:141,primary,0.25,e1ee982450c85213,Bridge-0.4_mts_8692,1.0,1.0,boundary,137,141,0.0029910098455729894,93.45011437744955,93.44712336760398,93.75,95.3125,1.8742660376930846,2.011915855806551,primary:e1ee982450c85213:137:141
primary:e20b77b0ed075fb6:142:134,primary,0.25,e20b77b0ed075fb6,Bridge-0.6_mts_8692,1.0,1.0,boundary,142,134,0.01156559648367761,86.83969570542665,86.85126130191033,92.1875,95.3125,1.5109411829647548,1.5823022955219848,primary:e20b77b0ed075fb6:142:134
primary:e34a1f5fb71c54da:132:128,primary,0.25,e34a1f5fb71c54da,Bridge-0.2_mts_8692,1.0,1.0,boundary,132,128,0.1361977410421673,88.31417281942055,88.45037056046272,83.59375,100.0,1.1756432715284961,2.2943094413036342,primary:e34a1f5fb71c54da:132:128
primary:e34a1f5fb71c54da:1:31,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,1,31,0.006816507713963915,84.91609808930271,84.90928158158874,89.0625,99.21875,1.2307979494101136,1.5551365910829995,primary:e34a1f5fb71c54da:1:31
primary:e34a1f5fb71c54da:2:18,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,2,18,0.07632336341180235,85.0356570498048,85.1119804132166,50.78125,100.0,1.0030380464529929,2.533094062012717,primary:e34a1f5fb71c54da:2:18
primary:e34a1f5fb71c54da:3:25,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,3,25,0.07696495589964059,84.898774188035,84.82180923213537,89.0625,100.0,1.2314705055103567,6.818542266135656,primary:e34a1f5fb71c54da:3:25
primary:e34a1f5fb71c54da:4:16,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,4,16,0.01792381767879192,85.00686492750907,85.02478874518786,73.4375,100.0,1.1139063925587536,2.4954547445611377,primary:e34a1f5fb71c54da:4:16
primary:e34a1f5fb71c54da:5:11,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,5,11,0.00904712036839328,84.91419106536634,84.90514394499795,92.96875,100.0,1.306151597230759,2.0984241766645066,primary:e34a1f5fb71c54da:5:11
primary:e34a1f5fb71c54da:6:20,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,6,20,0.175253746914521,84.93698875268583,85.11224249960036,81.25,100.0,1.148414857519643,3.455287113228921,primary:e34a1f5fb71c54da:6:20
primary:e34a1f5fb71c54da:7:23,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,7,23,0.11078072948056672,84.61353829773623,84.7243190272168,92.1875,100.0,1.2931280553212947,5.124559403853565,primary:e34a1f5fb71c54da:7:23
primary:e34a1f5fb71c54da:8:21,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,8,21,0.030203969478378667,84.95012228905516,84.98032625853354,82.8125,100.0,1.1690005421245062,5.29214412984519,primary:e34a1f5fb71c54da:8:21
primary:e34a1f5fb71c54da:27:14,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,27,14,0.05823456069117583,84.8040938628354,84.74585930214423,89.0625,100.0,1.2247073780713997,2.155407469177108,primary:e34a1f5fb71c54da:27:14
primary:e34a1f5fb71c54da:28:15,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,28,15,0.0015237847374152125,84.93062245715329,84.92909867241588,52.34375,100.0,1.0150912387730728,2.5016757017776237,primary:e34a1f5fb71c54da:28:15
primary:e34a1f5fb71c54da:29:13,primary,0.25,e34a1f5fb71c54da,GT,1.0,1.0,boundary,29,13,0.048675484369766764,84.8696350887869,84.82095960441713,66.40625,100.0,1.0719672199320638,2.102307165291349,primary:e34a1f5fb71c54da:29:13
primary:e34f51206f0e53db:157:153,primary,0.25,e34f51206f0e53db,Bridge-0.4_mts_8751,1.0,1.0,boundary,157,153,0.031204101888874902,88.73331513288078,88.76451923476965,92.96875,98.4375,1.7702332910641079,2.1369014777716893,primary:e34f51206f0e53db:157:153
primary:e34f51206f0e53db:60:48,primary,0.25,e34f51206f0e53db,IL-native,1.0,1.0,boundary,60,48,0.026799601445929966,89.47946839137197,89.5062679928179,90.625,99.21875,1.663159354009505,2.8175834045589627,primary:e34f51206f0e53db:60:48
primary:e47d448a999b5595:128:136,primary,0.25,e47d448a999b5595,Bridge-0.2_mts_8692,1.0,1.0,boundary,128,136,0.18621308199240616,92.52616047195407,92.33994738996167,94.53125,99.21875,1.7452731471883207,2.6019325797078108,primary:e47d448a999b5595:128:136
primary:e47d448a999b5595:132:140,primary,0.25,e47d448a999b5595,Bridge-0.2_mts_8692,1.0,1.0,boundary,132,140,0.16759267947139733,92.50436712663253,92.33677444716113,93.75,99.21875,1.6625811758110356,2.653461232842824,primary:e47d448a999b5595:132:140
primary:e47dc9b07dd857a3:34:38,primary,0.25,e47dc9b07dd857a3,IL-native,1.0,0.0,boundary,34,38,0.0,0.0,0.0,92.1875,96.875,1.539966746908938,1.95426107934077,primary:e47dc9b07dd857a3:34:38
primary:e47dc9b07dd857a3:36:41,primary,0.25,e47dc9b07dd857a3,IL-native,1.0,0.0,boundary,36,41,0.0,0.0,0.0,90.625,96.09375,1.4507778261069288,1.7813199845776588,primary:e47dc9b07dd857a3:36:41
primary:e4bc6fc5aeb15a9b:63:38,primary,0.25,e4bc6fc5aeb15a9b,IL-native,1.0,1.0,boundary,63,38,0.12898026071704294,95.72544652340666,95.8544267841237,91.40625,100.0,1.6062239525503155,3.323991178234027,primary:e4bc6fc5aeb15a9b:63:38
primary:e4fda5ede9c657f1:35:61,primary,0.25,e4fda5ede9c657f1,IL-native,1.0,1.0,boundary,35,61,0.003280099057604957,96.7979490108615,96.7946689118039,64.0625,95.3125,1.0911650523160221,1.5747681351908558,primary:e4fda5ede9c657f1:35:61
primary:e4fda5ede9c657f1:53:46,primary,0.25,e4fda5ede9c657f1,IL-native,1.0,1.0,core,53,46,0.022421053934493784,95.48748722290972,95.50990827684421,38.28125,97.65625,0.9576725677162399,1.8000386040882985,primary:e4fda5ede9c657f1:53:46
primary:e536a7424867539d:32:34,primary,0.25,e536a7424867539d,IL-native,1.0,1.0,boundary,32,34,0.0,100.0,100.0,84.375,100.0,1.2911461611613642,3.3207692209929465,primary:e536a7424867539d:32:34
primary:e536a7424867539d:33:48,primary,0.25,e536a7424867539d,IL-native,1.0,1.0,boundary,33,48,0.0,100.0,100.0,74.21875,97.65625,1.1879308836295037,2.200993666323404,primary:e536a7424867539d:33:48
primary:e536a7424867539d:35:53,primary,0.25,e536a7424867539d,IL-native,1.0,1.0,boundary,35,53,0.0,100.0,100.0,61.71875,96.875,1.0875997611863784,1.7612524215262193,primary:e536a7424867539d:35:53
primary:e5a8e75d4450516b:144:156,primary,0.25,e5a8e75d4450516b,Bridge-0.2_mts_8751,1.0,1.0,boundary,144,156,0.12068268277108984,89.94638982485186,90.06707250762295,92.1875,98.4375,1.557130460239541,1.923443486094291,primary:e5a8e75d4450516b:144:156
primary:e5a8e75d4450516b:129:133,primary,0.25,e5a8e75d4450516b,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,133,0.008410494485445952,90.09241516680717,90.08400467232173,94.53125,98.4375,1.763420310210813,1.8731958345800785,primary:e5a8e75d4450516b:129:133
primary:e5a8e75d4450516b:138:134,primary,0.25,e5a8e75d4450516b,Bridge-0.6_mts_8692,1.0,1.0,boundary,138,134,0.013251797028047463,90.04654978766405,90.0598015846921,92.96875,99.21875,1.608326901809525,2.2198180016937226,primary:e5a8e75d4450516b:138:134
primary:e5a8e75d4450516b:142:130,primary,0.25,e5a8e75d4450516b,Bridge-0.6_mts_8692,1.0,1.0,boundary,142,130,0.03858278984986896,90.03374723587605,90.07233002572592,92.1875,99.21875,1.5232915761886616,2.0630992612871903,primary:e5a8e75d4450516b:142:130
primary:e5a8e75d4450516b:139:135,primary,0.25,e5a8e75d4450516b,Bridge-0.8_mts_8692,1.0,1.0,boundary,139,135,0.017846660141444204,90.01749059431842,90.03533725445986,94.53125,100.0,1.7616127076891135,2.589689481850108,primary:e5a8e75d4450516b:139:135
primary:e5a8e75d4450516b:143:131,primary,0.25,e5a8e75d4450516b,Bridge-0.8_mts_8692,1.0,1.0,boundary,143,131,0.051475979945777794,90.00044711303117,90.05192309297695,93.75,99.21875,1.656001084503337,2.3779798980949765,primary:e5a8e75d4450516b:143:131
primary:e5acc98f52f458cc:136:132,primary,0.25,e5acc98f52f458cc,Bridge-0.2_mts_8692,1.0,1.0,boundary,136,132,0.005896129886792778,98.22412188318287,98.23001801306967,90.625,95.3125,1.5887400513755647,1.7504060746462156,primary:e5acc98f52f458cc:136:132
primary:e5acc98f52f458cc:140:128,primary,0.25,e5acc98f52f458cc,Bridge-0.2_mts_8692,1.0,1.0,boundary,140,128,0.006518797371498408,98.2239281928956,98.2304469902671,91.40625,99.21875,1.6218761427859025,1.8717733559135536,primary:e5acc98f52f458cc:140:128
primary:e5acc98f52f458cc:148:144,primary,0.25,e5acc98f52f458cc,Bridge-0.2_mts_8751,1.0,1.0,boundary,148,144,0.0070817995216287954,98.39509616331613,98.40217796283775,91.40625,96.875,1.6605791790014772,1.796847276249679,primary:e5acc98f52f458cc:148:144
primary:e5acc98f52f458cc:56:39,primary,0.25,e5acc98f52f458cc,IL-native,1.0,1.0,boundary,56,39,0.07777349443543358,98.26776806586496,98.18999457142952,91.40625,100.0,1.6506793880124504,1.986143019632078,primary:e5acc98f52f458cc:56:39
primary:e5ba0fd6afc15419:160:164,primary,0.25,e5ba0fd6afc15419,Bridge-0.2_grpo_9041,1.0,1.0,boundary,160,164,0.0,100.0,100.0,93.75,97.65625,1.4950573327811096,1.9173911383537476,primary:e5ba0fd6afc15419:160:164
primary:e5ba0fd6afc15419:172:168,primary,0.25,e5ba0fd6afc15419,Bridge-0.2_grpo_9041,1.0,1.0,boundary,172,168,0.0,100.0,100.0,86.71875,97.65625,1.2400316557661237,1.8271619089756035,primary:e5ba0fd6afc15419:172:168
primary:e5ba0fd6afc15419:128:132,primary,0.25,e5ba0fd6afc15419,Bridge-0.2_mts_8692,1.0,1.0,boundary,128,132,0.0,100.0,100.0,90.625,100.0,1.3131589816733102,4.341895325721905,primary:e5ba0fd6afc15419:128:132
primary:e5ba0fd6afc15419:141:129,primary,0.25,e5ba0fd6afc15419,Bridge-0.4_mts_8692,1.0,1.0,boundary,141,129,0.0,100.0,100.0,92.1875,97.65625,1.3821429205625726,1.6635682060055037,primary:e5ba0fd6afc15419:141:129
primary:e5ba0fd6afc15419:154:146,primary,0.25,e5ba0fd6afc15419,Bridge-0.6_mts_8751,1.0,1.0,boundary,154,146,0.0,100.0,100.0,94.53125,96.875,1.5374089903824415,1.606696574667588,primary:e5ba0fd6afc15419:154:146
primary:e5ba0fd6afc15419:158:150,primary,0.25,e5ba0fd6afc15419,Bridge-0.6_mts_8751,1.0,1.0,boundary,158,150,0.0,100.0,100.0,94.53125,97.65625,1.5322024810591524,1.6473288404546687,primary:e5ba0fd6afc15419:158:150
primary:e5ba0fd6afc15419:32:54,primary,0.25,e5ba0fd6afc15419,IL-native,1.0,1.0,boundary,32,54,0.0,100.0,100.0,93.75,96.09375,1.4709716017023153,1.5619222498397534,primary:e5ba0fd6afc15419:32:54
primary:e5ba0fd6afc15419:33:56,primary,0.25,e5ba0fd6afc15419,IL-native,1.0,1.0,boundary,33,56,0.0,100.0,100.0,77.34375,97.65625,1.1551193259504147,1.7060047296809866,primary:e5ba0fd6afc15419:33:56
primary:e5ba0fd6afc15419:36:57,primary,0.25,e5ba0fd6afc15419,IL-native,1.0,1.0,boundary,36,57,0.0,100.0,100.0,92.1875,97.65625,1.3748000018380229,1.876387619208303,primary:e5ba0fd6afc15419:36:57
primary:e5ba0fd6afc15419:43:58,primary,0.25,e5ba0fd6afc15419,IL-native,1.0,1.0,boundary,43,58,0.0,100.0,100.0,66.40625,97.65625,1.1021267706836468,1.770210801259429,primary:e5ba0fd6afc15419:43:58
primary:e6046882cf485f3a:37:41,primary,0.25,e6046882cf485f3a,IL-native,1.0,1.0,core,37,41,0.16047751880469718,92.4828117706371,92.6432892894418,38.28125,96.875,0.9361817356473875,2.4668915240722673,primary:e6046882cf485f3a:37:41
primary:e60a241cf8df5ae6:36:50,primary,0.25,e60a241cf8df5ae6,IL-native,1.0,1.0,boundary,36,50,0.05058279986326397,95.50817280086564,95.5587556007289,50.78125,96.875,1.009013419805511,1.5929683944962534,primary:e60a241cf8df5ae6:36:50
primary:e60a241cf8df5ae6:60:51,primary,0.25,e60a241cf8df5ae6,IL-native,1.0,1.0,boundary,60,51,0.044618779202878045,95.69854612731555,95.65392734811267,66.40625,95.3125,1.0939263571274018,1.526972943423861,primary:e60a241cf8df5ae6:60:51
primary:e66f72e612d05320:152:156,primary,0.25,e66f72e612d05320,Bridge-0.2_mts_8751,1.0,1.0,boundary,152,156,0.17435052800338724,90.05780993973444,89.88345941173105,92.1875,97.65625,1.359237837884927,1.5920864003539918,primary:e66f72e612d05320:152:156
primary:e66f72e612d05320:39:41,primary,0.25,e66f72e612d05320,IL-native,1.0,1.0,boundary,39,41,0.054882040908339036,91.49054325670075,91.54542529760909,85.9375,98.4375,1.2088668255349633,2.00202054846692,primary:e66f72e612d05320:39:41
primary:e66f72e612d05320:53:61,primary,0.25,e66f72e612d05320,IL-native,1.0,1.0,boundary,53,61,0.16557463381090542,91.43288362531567,91.59845825912657,75.78125,98.4375,1.117571577239938,2.5006839936663994,primary:e66f72e612d05320:53:61
primary:e66f72e612d05320:62:33,primary,0.25,e66f72e612d05320,IL-native,1.0,1.0,boundary,62,33,0.012130406281002593,90.90893238260914,90.89680197632813,50.78125,97.65625,1.0066986443424721,1.5143648130166125,primary:e66f72e612d05320:62:33
primary:e671280656f55009:164:160,primary,0.25,e671280656f55009,Bridge-0.2_grpo_9041,1.0,1.0,boundary,164,160,0.02605998867073822,91.16953319898323,91.19559318765397,92.1875,99.21875,1.34840655069057,1.9239677528500623,primary:e671280656f55009:164:160
primary:e671280656f55009:148:152,primary,0.25,e671280656f55009,Bridge-0.2_mts_8751,1.0,1.0,boundary,148,152,0.0013674946121682297,90.79814109934813,90.79677360473596,92.1875,95.3125,1.4042107746510724,1.5056090994778597,primary:e671280656f55009:148:152
primary:e671280656f55009:33:62,primary,0.25,e671280656f55009,IL-native,1.0,1.0,boundary,33,62,0.013353271056715244,91.40980890218108,91.39645563112437,84.375,97.65625,1.2156042636845157,1.721769295181347,primary:e671280656f55009:33:62
primary:e6a85ef20b3054c4:132:128,primary,0.25,e6a85ef20b3054c4,Bridge-0.2_mts_8692,1.0,1.0,boundary,132,128,0.0,100.0,100.0,90.625,99.21875,1.345554916385393,2.2668069518524936,primary:e6a85ef20b3054c4:132:128
primary:e6a85ef20b3054c4:140:136,primary,0.25,e6a85ef20b3054c4,Bridge-0.2_mts_8692,1.0,1.0,boundary,140,136,0.0,100.0,100.0,85.15625,96.09375,1.2814611698987384,1.594777093934134,primary:e6a85ef20b3054c4:140:136
primary:e6a85ef20b3054c4:148:144,primary,0.25,e6a85ef20b3054c4,Bridge-0.2_mts_8751,1.0,1.0,boundary,148,144,0.0,100.0,100.0,80.46875,100.0,1.2017988913140734,9.37183315206012,primary:e6a85ef20b3054c4:148:144
primary:e6a85ef20b3054c4:157:145,primary,0.25,e6a85ef20b3054c4,Bridge-0.4_mts_8751,1.0,1.0,boundary,157,145,0.0,100.0,100.0,93.75,100.0,1.5042254590776383,16.870378681835117,primary:e6a85ef20b3054c4:157:145
primary:e6a85ef20b3054c4:35:49,primary,0.25,e6a85ef20b3054c4,IL-native,1.0,1.0,boundary,35,49,0.0,100.0,100.0,55.46875,96.09375,1.0241554745872823,1.621541119160546,primary:e6a85ef20b3054c4:35:49
primary:e6a85ef20b3054c4:39:52,primary,0.25,e6a85ef20b3054c4,IL-native,1.0,1.0,boundary,39,52,0.0,58.333333333333336,58.333333333333336,53.90625,95.3125,1.0145537828692914,1.5598252320865316,primary:e6a85ef20b3054c4:39:52
primary:e8991ab64afb5db6:32:54,primary,0.25,e8991ab64afb5db6,IL-native,1.0,1.0,boundary,32,54,0.0,100.0,100.0,91.40625,99.21875,1.3980058162790563,3.093066795031119,primary:e8991ab64afb5db6:32:54
primary:e8bd03529c905c16:32:50,primary,0.25,e8bd03529c905c16,IL-native,1.0,1.0,boundary,32,50,0.0,100.0,100.0,50.0,97.65625,1.0013152327540387,1.9712618286405306,primary:e8bd03529c905c16:32:50
primary:e91a2d26f30e5b34:129:133,primary,0.25,e91a2d26f30e5b34,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,133,0.0,100.0,100.0,85.15625,98.4375,1.256766029271857,1.857442580142262,primary:e91a2d26f30e5b34:129:133
primary:e91a2d26f30e5b34:141:137,primary,0.25,e91a2d26f30e5b34,Bridge-0.4_mts_8692,1.0,1.0,boundary,141,137,0.0,100.0,100.0,85.15625,96.09375,1.2566279669846028,1.6776058766634938,primary:e91a2d26f30e5b34:141:137
primary:e91a2d26f30e5b34:34:35,primary,0.25,e91a2d26f30e5b34,IL-native,1.0,1.0,boundary,34,35,0.0,58.333333333333336,58.333333333333336,92.1875,96.09375,1.4063321232499242,1.6868126688391807,primary:e91a2d26f30e5b34:34:35
primary:e91a2d26f30e5b34:36:44,primary,0.25,e91a2d26f30e5b34,IL-native,1.0,1.0,boundary,36,44,0.0,58.333333333333336,58.333333333333336,74.21875,95.3125,1.1453811938329825,1.5428273964911023,primary:e91a2d26f30e5b34:36:44
