pair_id,protocol,gap_limit,token,exact_source,NC,DAC,near_region,near_index,far_index,PDMS_gap,near_PDMS,far_PDMS,near_q,far_q,near_r_knn,far_r_knn,common_noise_key,near_diffusion_loss,far_diffusion_loss,delta_diffusion_loss,near_loss_t20,far_loss_t20,delta_loss_t20,near_loss_t50,far_loss_t50,delta_loss_t50,near_loss_t80,far_loss_t80,delta_loss_t80,near_E_rec,far_E_rec,delta_E_rec,near_return_rate,far_return_rate,delta_return_rate
sensitivity:467bbee636b65c84:33:59,sensitivity,0.5,467bbee636b65c84,IL-native,1.0,1.0,boundary,33,59,0.1205323714697073,89.65106632369114,89.53053395222143,77.34375,95.3125,1.098729414887769,1.2749237455482558,sensitivity:467bbee636b65c84:33:59,0.0002647452,0.00026966984,4.92463e-06,0.0002962671,0.00027157465,-2.4692446e-05,0.00014548929,0.00013590927,-9.580021e-06,4.9188246e-05,4.7962672e-05,-1.2255732e-06,0.21689032,0.24884696,0.031956643,1.0,1.0,0.0
sensitivity:467bbee636b65c84:34:55,sensitivity,0.5,467bbee636b65c84,IL-native,1.0,1.0,boundary,34,55,0.1576249820772943,88.51663393035221,88.35900894827492,61.71875,100.0,1.0253879916094315,1.5975430623530498,sensitivity:467bbee636b65c84:34:55,0.0100778295,0.011818097,0.0017402675,0.000127616,0.000245311,0.000117695,7.52983e-05,0.000101014695,2.5716392e-05,2.5804246e-05,2.766468e-05,1.8604351e-06,0.24230784,0.27221084,0.029902995,0.8333333333333334,0.6666666666666666,-0.16666666666666674
sensitivity:467bbee636b65c84:43:35,sensitivity,0.5,467bbee636b65c84,IL-native,1.0,1.0,boundary,43,35,0.4481520584943723,91.78979585391669,92.23794791241104,80.46875,100.0,1.1172844202938752,1.812676517957356,sensitivity:467bbee636b65c84:43:35,0.00057166634,0.0008915416,0.00031987525,0.00039270945,0.000638486,0.00024577655,9.329481e-05,0.00012276547,2.9470662e-05,2.2997187e-05,2.0882388e-05,-2.114799e-06,0.25021496,0.34226727,0.09205231,0.8333333333333334,0.6666666666666666,-0.16666666666666674
sensitivity:467bbee636b65c84:46:42,sensitivity,0.5,467bbee636b65c84,IL-native,1.0,1.0,boundary,46,42,0.254101037543748,88.09952512177587,88.35362615931962,57.03125,95.3125,1.0127905918066795,1.274444683894561,sensitivity:467bbee636b65c84:46:42,0.00012188957,0.00013999887,1.8109298e-05,0.00029698893,0.00037281745,7.582852e-05,6.6541725e-05,7.023139e-05,3.6896672e-06,2.4241974e-05,2.248955e-05,-1.7524235e-06,0.13046284,0.21453321,0.08407037,1.0,1.0,0.0
sensitivity:468894d189a75353:176:180,sensitivity,0.5,468894d189a75353,Bridge-0.2_apr_9145,1.0,1.0,boundary,176,180,0.0,100.0,100.0,94.53125,96.09375,1.5223330652538394,1.5926238842059637,sensitivity:468894d189a75353:176:180,0.0071527027,0.0068380046,-0.0003146981,0.0005773276,0.00058750884,1.0181218e-05,7.783389e-05,7.938734e-05,1.5534533e-06,1.6951288e-05,1.8115634e-05,1.164346e-06,0.22835599,0.22624157,-0.0021144152,0.8333333333333334,0.8333333333333334,0.0
sensitivity:468894d189a75353:11:0,sensitivity,0.5,468894d189a75353,GT,1.0,1.0,boundary,11,0,0.0,100.0,100.0,92.96875,98.4375,1.48479780842431,1.9789991297934717,sensitivity:468894d189a75353:11:0,0.001163305,0.00079199515,-0.00037130987,0.0004514152,0.0003226493,-0.00012876588,4.217421e-05,5.1388226e-05,9.214014e-06,1.8950795e-05,1.7113298e-05,-1.8374976e-06,0.20279914,0.22490133,0.022102192,0.8333333333333334,0.8333333333333334,0.0
sensitivity:468894d189a75353:32:61,sensitivity,0.5,468894d189a75353,IL-native,1.0,1.0,boundary,32,61,0.0,100.0,100.0,63.28125,98.4375,1.0965067470023555,2.100319893279223,sensitivity:468894d189a75353:32:61,0.0012751651,0.0013226152,4.745007e-05,0.00014196472,0.0004310426,0.00028907787,2.7027523e-05,0.00011679187,8.976435e-05,1.6770467e-05,2.4921073e-05,8.150606e-06,0.21936397,0.33236977,0.1130058,1.0,0.5,-0.5
sensitivity:4775f8e1a53d5c6f:33:47,sensitivity,0.5,4775f8e1a53d5c6f,IL-native,1.0,1.0,boundary,33,47,0.0,58.333333333333336,58.333333333333336,91.40625,97.65625,1.6471235183804107,2.257236366699793,sensitivity:4775f8e1a53d5c6f:33:47,8.083958e-05,0.00016480064,8.3961066e-05,0.0006641796,0.00147497,0.0008107904,5.1618503e-05,0.00013924611,8.762761e-05,2.062898e-05,2.1658201e-05,1.0292206e-06,0.23593378,0.2668264,0.03089261,0.8333333333333334,0.8333333333333334,0.0
sensitivity:480434fc72d455af:137:141,sensitivity,0.5,480434fc72d455af,Bridge-0.4_mts_8692,1.0,1.0,boundary,137,141,0.3498012340872947,94.56882307906,94.91862431314728,89.84375,97.65625,1.6272669232565768,2.107409353627608,sensitivity:480434fc72d455af:137:141,0.0009912213,0.0014165933,0.00042537204,0.0003386615,0.00057984464,0.00024118312,6.836774e-05,9.23367e-05,2.3968954e-05,4.833437e-05,4.775307e-05,-5.812981e-07,0.15809529,0.22311914,0.065023854,1.0,1.0,0.0
sensitivity:480434fc72d455af:50:36,sensitivity,0.5,480434fc72d455af,IL-native,1.0,1.0,boundary,50,36,0.246632772954328,94.9006796505955,95.14731242354983,72.65625,97.65625,1.214740458106908,2.101233348073373,sensitivity:480434fc72d455af:50:36,0.0017050679,0.0006629231,-0.0010421448,0.0005903039,0.0010375264,0.0004472225,9.660947e-05,0.00016400078,6.739132e-05,4.4429846e-05,4.4689194e-05,2.5934787e-07,0.18032682,0.25371912,0.0733923,1.0,1.0,0.0
sensitivity:481b84c931245f5d:24:23,sensitivity,0.5,481b84c931245f5d,GT,1.0,1.0,boundary,24,23,0.0113525511898018,96.12573318861888,96.13708573980868,90.625,100.0,1.6000864831921917,6.364122057464531,sensitivity:481b84c931245f5d:24:23,0.00018218807,0.0014523282,0.00127014,0.00022258973,0.0018937284,0.0016711387,3.769169e-05,0.00021899128,0.00018129959,2.2553302e-05,4.312238e-05,2.056908e-05,0.2873862,0.49503937,0.20765316,1.0,0.5,-0.5
sensitivity:481b84c931245f5d:48:60,sensitivity,0.5,481b84c931245f5d,IL-native,1.0,1.0,boundary,48,60,0.2769224049235816,96.01004391853644,95.73312151361284,70.3125,95.3125,1.186827829907027,1.934373171318984,sensitivity:481b84c931245f5d:48:60,0.0017953017,0.0022564512,0.0004611495,0.0002310267,0.0002508345,1.9807805e-05,4.5077002e-05,4.1116815e-05,-3.9601873e-06,1.15899475e-05,1.1525892e-05,-6.405571e-08,0.25125507,0.3906175,0.13936242,0.8333333333333334,0.6666666666666666,-0.16666666666666674
sensitivity:482b5439cb6c5350:149:145,sensitivity,0.5,482b5439cb6c5350,Bridge-0.4_mts_8751,1.0,1.0,boundary,149,145,0.0,100.0,100.0,85.15625,97.65625,1.3541087295444751,1.791842700849028,sensitivity:482b5439cb6c5350:149:145,0.00022540061,0.00030722428,8.182367e-05,0.00030688813,0.0004525885,0.00014570035,5.918331e-05,7.891763e-05,1.9734318e-05,3.370426e-05,3.7787788e-05,4.0835293e-06,0.3070732,0.35899672,0.051923513,0.6666666666666666,0.6666666666666666,0.0
sensitivity:482b5439cb6c5350:130:142,sensitivity,0.5,482b5439cb6c5350,Bridge-0.6_mts_8692,1.0,1.0,boundary,130,142,0.0,100.0,100.0,94.53125,97.65625,1.6281911859583855,1.9413885432524376,sensitivity:482b5439cb6c5350:130:142,0.0004925375,0.0005095616,1.7024111e-05,0.0004566932,0.00047557073,1.887753e-05,8.143834e-05,8.513857e-05,3.700232e-06,3.299523e-05,3.3114193e-05,1.1896191e-07,0.3107421,0.32846266,0.01772055,0.8333333333333334,0.8333333333333334,0.0
sensitivity:482b5439cb6c5350:150:146,sensitivity,0.5,482b5439cb6c5350,Bridge-0.6_mts_8751,1.0,1.0,boundary,150,146,0.0,100.0,100.0,94.53125,100.0,1.6347547685997128,2.259054311919572,sensitivity:482b5439cb6c5350:150:146,7.998351e-05,0.00011331472,3.3331213e-05,0.00030801157,0.0004611965,0.00015318493,5.962516e-05,8.201933e-05,2.2394172e-05,2.922463e-05,3.36509e-05,4.4262706e-06,0.24199142,0.30979633,0.06780492,0.8333333333333334,0.8333333333333334,0.0
sensitivity:482b5439cb6c5350:12:0,sensitivity,0.5,482b5439cb6c5350,GT,1.0,1.0,boundary,12,0,0.0,100.0,100.0,92.1875,100.0,1.4542888159145464,2.1620220457262014,sensitivity:482b5439cb6c5350:12:0,0.0041163713,0.0047991667,0.0006827954,0.0003682205,0.0005123465,0.00014412601,9.8039694e-05,0.0001231937,2.5154011e-05,5.741347e-05,6.175105e-05,4.337584e-06,0.30624783,0.36053798,0.054290146,0.6666666666666666,0.5,-0.16666666666666663
sensitivity:482b5439cb6c5350:22:1,sensitivity,0.5,482b5439cb6c5350,GT,1.0,1.0,boundary,22,1,0.0,100.0,100.0,94.53125,100.0,1.5500531440496277,2.188153948063293,sensitivity:482b5439cb6c5350:22:1,6.7737164e-05,0.00019936118,0.00013162402,0.0001786542,0.0005925285,0.00041387428,5.940447e-05,0.00011605001,5.6645542e-05,1.9096853e-05,2.8958108e-05,9.8612545e-06,0.17594314,0.13273697,-0.04320617,1.0,1.0,0.0
sensitivity:482b5439cb6c5350:32:45,sensitivity,0.5,482b5439cb6c5350,IL-native,1.0,1.0,boundary,32,45,0.0,100.0,100.0,62.5,100.0,1.0645932286707838,2.369572910593104,sensitivity:482b5439cb6c5350:32:45,0.00010595141,6.541817e-05,-4.053324e-05,0.00029360186,0.00035677626,6.3174404e-05,7.67e-05,2.2383925e-05,-5.431608e-05,3.135657e-05,1.0647553e-05,-2.0709016e-05,0.24508245,0.3164892,0.07140674,0.8333333333333334,0.6666666666666666,-0.16666666666666674
sensitivity:482b5439cb6c5350:33:63,sensitivity,0.5,482b5439cb6c5350,IL-native,1.0,1.0,boundary,33,63,0.0,100.0,100.0,92.96875,100.0,1.5159149651726525,2.702853436365701,sensitivity:482b5439cb6c5350:33:63,0.0007072589,0.0017682342,0.0010609752,9.6318785e-05,0.00037108432,0.00027476554,1.3204945e-05,2.7381308e-05,1.4176362e-05,8.054061e-06,9.537499e-06,1.4834377e-06,0.24166083,0.39174232,0.15008149,0.8333333333333334,0.5,-0.33333333333333337
sensitivity:4833c4f6d87f5021:37:41,sensitivity,0.5,4833c4f6d87f5021,IL-native,1.0,1.0,boundary,37,41,0.0,100.0,100.0,81.25,96.09375,1.2568514311810626,1.6448019117985124,sensitivity:4833c4f6d87f5021:37:41,7.87258e-05,9.794203e-05,1.9216226e-05,0.00019139094,0.0002695625,7.8171564e-05,2.613571e-05,2.666063e-05,5.249185e-07,1.8664894e-05,2.0024765e-05,1.359871e-06,0.14767675,0.16285676,0.015180007,1.0,1.0,0.0
sensitivity:4833c4f6d87f5021:38:63,sensitivity,0.5,4833c4f6d87f5021,IL-native,1.0,1.0,boundary,38,63,0.0,100.0,100.0,57.03125,96.875,1.0436952464168616,1.727200654711207,sensitivity:4833c4f6d87f5021:38:63,0.000100263656,0.00024255594,0.00014229228,0.00014501368,0.00043417054,0.00028915686,4.9789516e-05,8.1781865e-05,3.199235e-05,7.0699616e-06,7.715894e-06,6.4593223e-07,0.23986697,0.32944348,0.08957651,1.0,0.6666666666666666,-0.33333333333333337
sensitivity:488e4248a8985e5a:156:144,sensitivity,0.5,488e4248a8985e5a,Bridge-0.2_mts_8751,1.0,1.0,boundary,156,144,0.0,100.0,100.0,92.1875,99.21875,1.3853540879542496,1.6807584475211643,sensitivity:488e4248a8985e5a:156:144,0.0019125455,0.002402614,0.0004900686,0.00020318125,0.00030968685,0.0001065056,2.0171421e-05,2.1704851e-05,1.5334299e-06,1.5703588e-05,1.7992668e-05,2.28908e-06,0.22719608,0.2994505,0.072254404,0.8333333333333334,0.6666666666666666,-0.16666666666666674
sensitivity:488e4248a8985e5a:32:51,sensitivity,0.5,488e4248a8985e5a,IL-native,1.0,1.0,boundary,32,51,0.0,100.0,100.0,67.1875,100.0,1.0869071192345248,2.387196309608477,sensitivity:488e4248a8985e5a:32:51,7.8010264e-05,0.00059176254,0.0005137523,0.00012327838,0.00049285474,0.00036957636,2.6345399e-05,7.897193e-05,5.262653e-05,1.3810348e-05,1.3910598e-05,1.0024996e-07,0.13049671,0.2379434,0.107446685,1.0,0.8333333333333334,-0.16666666666666663
sensitivity:488e4248a8985e5a:33:62,sensitivity,0.5,488e4248a8985e5a,IL-native,1.0,1.0,boundary,33,62,0.0,100.0,100.0,57.03125,99.21875,1.029288358628337,1.6741685550722183,sensitivity:488e4248a8985e5a:33:62,3.6355137e-05,6.826319e-05,3.190805e-05,5.1473286e-05,0.00014136892,8.9895635e-05,4.0165545e-05,5.8356978e-05,1.8191433e-05,2.2866992e-05,2.7260052e-05,4.3930595e-06,0.20506734,0.28363618,0.078568846,0.8333333333333334,0.5,-0.33333333333333337
sensitivity:48cf36e2f3e15071:37:63,sensitivity,0.5,48cf36e2f3e15071,IL-native,1.0,1.0,boundary,37,63,0.0399647075411451,95.96109931246984,96.00106402001096,86.71875,97.65625,1.577679992384201,2.0525143830094263,sensitivity:48cf36e2f3e15071:37:63,0.00016694872,0.00020598258,3.9033854e-05,0.00032917038,0.0004020909,7.292052e-05,7.302232e-05,8.143813e-05,8.415809e-06,1.8560277e-05,1.9568182e-05,1.0079057e-06,0.2527075,0.2776315,0.02492398,0.6666666666666666,0.6666666666666666,0.0
sensitivity:48cf36e2f3e15071:53:47,sensitivity,0.5,48cf36e2f3e15071,IL-native,1.0,1.0,boundary,53,47,0.0104702723660068,99.16841639024337,99.17888666260936,63.28125,95.3125,1.0758041437541517,1.884685767597584,sensitivity:48cf36e2f3e15071:53:47,0.0002376381,0.00041162586,0.00017398776,0.0002660764,0.00043396576,0.00016788938,8.259425e-06,1.680077e-05,8.541345e-06,1.0675065e-05,1.23464015e-05,1.6713366e-06,0.22720726,0.30291608,0.07570882,1.0,0.8333333333333334,-0.16666666666666663
sensitivity:48cf36e2f3e15071:56:35,sensitivity,0.5,48cf36e2f3e15071,IL-native,1.0,1.0,boundary,56,35,0.3227017704112143,96.39127622378676,96.06857445337552,82.03125,97.65625,1.326792685379518,2.230088652470158,sensitivity:48cf36e2f3e15071:56:35,0.00028453165,0.0003270495,4.2517844e-05,0.00023534334,0.00048201444,0.0002466711,3.0945477e-05,5.7566413e-05,2.6620935e-05,1.5158042e-05,1.9598603e-05,4.4405615e-06,0.20664823,0.3259563,0.119308084,1.0,0.8333333333333334,-0.16666666666666663
sensitivity:48cf36e2f3e15071:60:57,sensitivity,0.5,48cf36e2f3e15071,IL-native,1.0,1.0,boundary,60,57,0.2733143094300061,96.32564890012398,96.05233459069396,53.90625,95.3125,1.0111687476690996,1.879243140626504,sensitivity:48cf36e2f3e15071:60:57,0.0016153659,0.0012223234,-0.00039304246,0.000285702,0.00049065193,0.00020494993,3.4775807e-05,5.1014416e-05,1.623861e-05,1.080097e-05,1.1095124e-05,2.9415423e-07,0.13795754,0.13519484,-0.002762705,1.0,1.0,0.0
sensitivity:48f80f817e0656d9:32:54,sensitivity,0.5,48f80f817e0656d9,IL-native,1.0,1.0,boundary,32,54,0.0152030411124854,90.81586216550056,90.80065912438808,86.71875,97.65625,1.466455122665809,1.9115288148226708,sensitivity:48f80f817e0656d9:32:54,8.572251e-05,0.00020617561,0.0001204531,0.00015404932,0.00032230298,0.00016825365,2.8513743e-05,5.5790893e-05,2.727715e-05,8.928443e-06,1.2834871e-05,3.906428e-06,0.13218415,0.25900742,0.12682328,1.0,1.0,0.0
sensitivity:497e7be0400158a9:35:51,sensitivity,0.5,497e7be0400158a9,IL-native,1.0,1.0,boundary,35,51,0.0324322889858876,89.05106674331155,89.01863445432566,73.4375,95.3125,1.2547771586416283,1.6529480460765569,sensitivity:497e7be0400158a9:35:51,0.0004310159,0.00035797004,-7.304587e-05,0.00012731896,0.000102203594,-2.5115361e-05,3.4389417e-05,3.0033254e-05,-4.356163e-06,2.3610188e-05,2.2438611e-05,-1.1715765e-06,0.16543967,0.17786993,0.012430266,1.0,1.0,0.0
sensitivity:497e7be0400158a9:36:52,sensitivity,0.5,497e7be0400158a9,IL-native,1.0,1.0,boundary,36,52,0.0113389163392412,88.51149465509249,88.50015573875325,73.4375,98.4375,1.234089992642949,1.9631730740337097,sensitivity:497e7be0400158a9:36:52,2.0444777e-05,1.7392662e-05,-3.052115e-06,0.00011297267,0.00015130715,3.8334474e-05,3.7331825e-05,3.2722066e-05,-4.6097593e-06,9.149278e-06,8.181284e-06,-9.679943e-07,0.1549313,0.2030055,0.048074186,1.0,0.8333333333333334,-0.16666666666666663
sensitivity:497e7be0400158a9:49:45,sensitivity,0.5,497e7be0400158a9,IL-native,1.0,1.0,boundary,49,45,0.0173537218215926,88.46233817374917,88.44498445192758,66.40625,98.4375,1.1632319883474926,2.06120251850048,sensitivity:497e7be0400158a9:49:45,1.785102e-05,2.4467967e-05,6.616947e-06,0.00016310615,0.00021281841,4.9712267e-05,1.49210555e-05,2.2894776e-05,7.97372e-06,1.1176109e-05,1.0996424e-05,-1.7968523e-07,0.13907115,0.16502537,0.025954217,1.0,1.0,0.0
sensitivity:49a1e581f3a35a49:32:35,sensitivity,0.5,49a1e581f3a35a49,IL-native,1.0,1.0,boundary,32,35,0.0,100.0,100.0,73.4375,95.3125,1.1620898125278707,1.825422944549277,sensitivity:49a1e581f3a35a49:32:35,7.7543846e-05,8.1345446e-05,3.8016005e-06,7.930267e-05,0.00013309573,5.379306e-05,1.4153967e-05,2.631917e-05,1.2165204e-05,1.1766455e-05,1.7676073e-05,5.9096183e-06,0.20306861,0.15343319,-0.049635425,1.0,1.0,0.0
sensitivity:4a5834900788560a:35:60,sensitivity,0.5,4a5834900788560a,IL-native,1.0,1.0,boundary,35,60,0.0204626873337048,91.42423062294804,91.40376793561433,76.5625,95.3125,1.2125150801576532,1.644362394187885,sensitivity:4a5834900788560a:35:60,0.005297871,0.00615666,0.0008587893,0.00015175177,0.00017675101,2.4999244e-05,3.617793e-05,3.869321e-05,2.5152804e-06,1.5529706e-05,1.5685233e-05,1.5552723e-07,0.17116953,0.2161868,0.045017272,1.0,1.0,0.0
sensitivity:4a5834900788560a:40:53,sensitivity,0.5,4a5834900788560a,IL-native,1.0,1.0,boundary,40,53,0.0547966289756232,91.53565206189256,91.48085543291693,94.53125,97.65625,1.5958856944883757,1.9465196185364155,sensitivity:4a5834900788560a:40:53,0.00013256443,0.00019578758,6.322315e-05,0.00022705398,0.0002280208,9.668147e-07,3.7219696e-05,3.6636753e-05,-5.8294245e-07,1.4470334e-05,1.3751662e-05,-7.186718e-07,0.2239821,0.21672554,-0.0072565526,0.8333333333333334,0.8333333333333334,0.0
sensitivity:4a5cb683d82059f0:141:137,sensitivity,0.5,4a5cb683d82059f0,Bridge-0.4_mts_8692,1.0,1.0,boundary,141,137,0.0869579691848798,93.15220157872965,93.23915954791453,94.53125,96.875,1.491011575631928,1.8000379877466974,sensitivity:4a5cb683d82059f0:141:137,0.0024339017,0.002418591,-1.531071e-05,4.393432e-05,4.8109065e-05,4.1747444e-06,1.1355412e-05,1.1191894e-05,-1.6351805e-07,1.51046825e-05,1.5178279e-05,7.359631e-08,0.11327084,0.118378334,0.005107492,1.0,1.0,0.0
sensitivity:4a5cb683d82059f0:44:38,sensitivity,0.5,4a5cb683d82059f0,IL-native,1.0,1.0,boundary,44,38,0.0281183828880955,92.57948269111152,92.60760107399962,55.46875,96.875,1.027364968021494,1.7124926587161269,sensitivity:4a5cb683d82059f0:44:38,0.00045322438,0.00044871971,-4.504662e-06,3.0763236e-05,7.004682e-05,3.9283586e-05,1.0176471e-05,1.7541905e-05,7.3654337e-06,1.2291656e-05,1.3875326e-05,1.5836695e-06,0.14463474,0.14351611,-0.0011186302,0.8333333333333334,0.8333333333333334,0.0
sensitivity:4a5cb683d82059f0:45:43,sensitivity,0.5,4a5cb683d82059f0,IL-native,1.0,1.0,boundary,45,43,0.0051003292787754,91.01366462498008,91.0085642957013,94.53125,96.09375,1.4757642137366218,1.6036792884462685,sensitivity:4a5cb683d82059f0:45:43,0.00021182533,0.00016326774,-4.8557587e-05,5.7580277e-05,4.9215818e-05,-8.364459e-06,1.2662319e-05,1.3293534e-05,6.312148e-07,7.5826965e-06,7.2108696e-06,-3.718269e-07,0.22587943,0.20569207,-0.020187363,0.8333333333333334,0.8333333333333334,0.0
sensitivity:4a5cb683d82059f0:51:58,sensitivity,0.5,4a5cb683d82059f0,IL-native,1.0,1.0,boundary,51,58,0.0645444635010221,91.38483787707024,91.3202934135692,63.28125,96.09375,1.0715377052639754,1.571365839717639,sensitivity:4a5cb683d82059f0:51:58,0.0018306578,0.0014362274,-0.00039443048,0.00011740814,7.113692e-05,-4.627122e-05,8.455347e-06,9.416028e-06,9.606811e-07,7.654132e-06,6.5443264e-06,-1.1098055e-06,0.1934046,0.16914965,-0.024254948,1.0,1.0,0.0
sensitivity:4a5cb683d82059f0:53:61,sensitivity,0.5,4a5cb683d82059f0,IL-native,1.0,1.0,boundary,53,61,0.3969502237819,94.28983836135674,94.68678858513864,82.03125,95.3125,1.233611676751747,1.5110680719765748,sensitivity:4a5cb683d82059f0:53:61,0.00023082332,0.00039683405,0.00016601072,0.00019183282,0.0002016455,9.812677e-06,3.1401003e-05,3.157796e-05,1.7695857e-07,1.0195374e-05,1.0436472e-05,2.4109795e-07,0.12716092,0.1147733,-0.012387618,1.0,1.0,0.0
sensitivity:4a8b4dff75c15a8a:128:140,sensitivity,0.5,4a8b4dff75c15a8a,Bridge-0.2_mts_8692,1.0,1.0,boundary,128,140,0.0,100.0,100.0,78.90625,99.21875,1.2604527480498555,2.2442274261198736,sensitivity:4a8b4dff75c15a8a:128:140,0.0034833148,0.0025400487,-0.0009432661,0.00014013195,0.00041589324,0.0002757613,4.256671e-05,7.861607e-05,3.6049358e-05,2.9610663e-05,3.844097e-05,8.830306e-06,0.14975578,0.21783517,0.0680794,1.0,0.8333333333333334,-0.16666666666666663
sensitivity:4a8b4dff75c15a8a:129:133,sensitivity,0.5,4a8b4dff75c15a8a,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,133,0.0,100.0,100.0,92.1875,96.875,1.558198879167839,1.6906300276894544,sensitivity:4a8b4dff75c15a8a:129:133,0.00084941817,0.0009139372,6.451906e-05,0.00019409962,0.00021474977,2.0650157e-05,3.679168e-05,5.210952e-05,1.531784e-05,3.083206e-05,3.2149735e-05,1.3176759e-06,0.16286235,0.17198734,0.009124994,1.0,1.0,0.0
sensitivity:4a8b4dff75c15a8a:32:39,sensitivity,0.5,4a8b4dff75c15a8a,IL-native,1.0,1.0,boundary,32,39,0.0,100.0,100.0,92.1875,96.09375,1.563778787752287,1.668756177168982,sensitivity:4a8b4dff75c15a8a:32:39,8.873452e-05,7.31709e-05,-1.5563623e-05,0.00034180295,0.00024000579,-0.000101797166,8.121754e-05,0.000101492304,2.0274761e-05,4.3194264e-05,3.841358e-05,-4.780686e-06,0.17109932,0.17787081,0.00677149,1.0,1.0,0.0
sensitivity:4a8b4dff75c15a8a:33:56,sensitivity,0.5,4a8b4dff75c15a8a,IL-native,1.0,1.0,boundary,33,56,0.0,100.0,100.0,86.71875,99.21875,1.4200871170695122,2.147219711797153,sensitivity:4a8b4dff75c15a8a:33:56,0.0012187783,0.00041375906,-0.0008050193,0.00023795394,0.001087633,0.000849679,7.469947e-05,0.00020256922,0.00012786975,2.6298741e-05,2.2275173e-05,-4.023568e-06,0.13370933,0.25355884,0.11984952,1.0,0.8333333333333334,-0.16666666666666663
sensitivity:4a8b4dff75c15a8a:35:63,sensitivity,0.5,4a8b4dff75c15a8a,IL-native,1.0,1.0,boundary,35,63,0.0,100.0,100.0,80.46875,99.21875,1.2735739743532415,2.085577840962646,sensitivity:4a8b4dff75c15a8a:35:63,0.00011297337,0.00013704694,2.4073568e-05,0.00049892114,0.00047752593,-2.1395215e-05,7.746254e-05,0.00010681467,2.935213e-05,2.4178264e-05,3.0310643e-05,6.132379e-06,0.13598424,0.27445707,0.13847283,1.0,0.6666666666666666,-0.33333333333333337
sensitivity:4a8b4dff75c15a8a:85:80,sensitivity,0.5,4a8b4dff75c15a8a,mts_8751,1.0,0.0,boundary,85,80,0.0,0.0,0.0,89.84375,96.09375,1.5137473346483312,1.667959367797777,sensitivity:4a8b4dff75c15a8a:85:80,6.038794e-05,5.691354e-05,-3.4744007e-06,0.000150748,0.00015392466,3.176654e-06,5.739764e-05,5.5495824e-05,-1.9018153e-06,6.1910636e-05,6.1104525e-05,-8.061106e-07,0.219257,0.21988927,0.00063227117,0.8333333333333334,0.8333333333333334,0.0
sensitivity:4a8b4dff75c15a8a:88:86,sensitivity,0.5,4a8b4dff75c15a8a,mts_8751,1.0,0.0,boundary,88,86,0.0,0.0,0.0,88.28125,99.21875,1.4883269320543284,1.8899492437393857,sensitivity:4a8b4dff75c15a8a:88:86,0.00028484908,0.00025608754,-2.876154e-05,0.00017006598,0.00019627402,2.6208043e-05,3.9111794e-05,3.8055434e-05,-1.0563599e-06,2.9466668e-05,3.0535015e-05,1.068347e-06,0.16282207,0.17075394,0.007931873,1.0,1.0,0.0
sensitivity:4a8b4dff75c15a8a:90:87,sensitivity,0.5,4a8b4dff75c15a8a,mts_8751,1.0,0.0,boundary,90,87,0.0,0.0,0.0,94.53125,98.4375,1.5956716530808863,1.7630049301614803,sensitivity:4a8b4dff75c15a8a:90:87,0.0036504965,0.0038754882,0.0002249917,0.00022379757,0.00023654713,1.2749559e-05,4.4921635e-05,4.721431e-05,2.292676e-06,4.623676e-05,4.561992e-05,-6.1684113e-07,0.17321749,0.15264332,-0.020574167,1.0,1.0,0.0
sensitivity:4a8b4dff75c15a8a:91:92,sensitivity,0.5,4a8b4dff75c15a8a,mts_8751,1.0,0.0,boundary,91,92,0.0,0.0,0.0,90.625,96.09375,1.5173007028292227,1.633946514210214,sensitivity:4a8b4dff75c15a8a:91:92,0.0008837374,0.0010051444,0.000121407036,0.00014314594,0.00018751857,4.437263e-05,3.6570866e-05,4.3316708e-05,6.7458423e-06,2.3271366e-05,2.3680817e-05,4.0945088e-07,0.18415563,0.18492198,0.0007663518,1.0,1.0,0.0
sensitivity:4a8b4dff75c15a8a:93:94,sensitivity,0.5,4a8b4dff75c15a8a,mts_8751,1.0,0.0,boundary,93,94,0.0,0.0,0.0,86.71875,96.875,1.385636794171817,1.7021557615971556,sensitivity:4a8b4dff75c15a8a:93:94,0.00081670727,0.0009653707,0.00014866341,0.00020145682,0.0002337243,3.226749e-05,2.9634126e-05,2.5899262e-05,-3.7348636e-06,4.5086508e-05,4.4696746e-05,-3.8976214e-07,0.13110715,0.12582545,-0.0052817017,1.0,1.0,0.0
sensitivity:4a8b4dff75c15a8a:89:81,sensitivity,0.5,4a8b4dff75c15a8a,mts_8751,1.0,1.0,boundary,89,81,0.0,100.0,100.0,86.71875,96.09375,1.459858329035351,1.6811070184135228,sensitivity:4a8b4dff75c15a8a:89:81,0.0031063457,0.0033154266,0.00020908099,0.00015036023,0.00015759464,7.234412e-06,4.704157e-05,4.8937152e-05,1.8955834e-06,3.537572e-05,3.5224453e-05,-1.5126716e-07,0.17956762,0.19029255,0.010724932,1.0,1.0,0.0
