token,stage,count
cc8872f4a1fb5895,quality,17
cc8872f4a1fb5895,local,17
cc8872f4a1fb5895,global_front2,0
cc8872f4a1fb5895,conditional_front2,2
09d7ac879b745ba7,raw,192
09d7ac879b745ba7,hard_safety,192
09d7ac879b745ba7,compatible,56
09d7ac879b745ba7,quality,53
09d7ac879b745ba7,local,53
09d7ac879b745ba7,global_front2,0
09d7ac879b745ba7,conditional_front2,2
1f22c13b337250e8,raw,192
1f22c13b337250e8,hard_safety,192
1f22c13b337250e8,compatible,31
1f22c13b337250e8,quality,31
1f22c13b337250e8,local,31
1f22c13b337250e8,global_front2,31
1f22c13b337250e8,conditional_front2,31
df16f52f5bea51cc,raw,192
df16f52f5bea51cc,hard_safety,192
df16f52f5bea51cc,compatible,28
df16f52f5bea51cc,quality,28
df16f52f5bea51cc,local,28
df16f52f5bea51cc,global_front2,28
df16f52f5bea51cc,conditional_front2,28
de8c2538d4305d9d,raw,192
de8c2538d4305d9d,hard_safety,191
de8c2538d4305d9d,compatible,31
de8c2538d4305d9d,quality,24
de8c2538d4305d9d,local,24
de8c2538d4305d9d,global_front2,0
de8c2538d4305d9d,conditional_front2,2
9c7f841d11e6542d,raw,192
9c7f841d11e6542d,hard_safety,166
9c7f841d11e6542d,compatible,7
9c7f841d11e6542d,quality,7
9c7f841d11e6542d,local,7
9c7f841d11e6542d,global_front2,0
9c7f841d11e6542d,conditional_front2,2
89a7b788217c5f67,raw,192
89a7b788217c5f67,hard_safety,192
89a7b788217c5f67,compatible,30
89a7b788217c5f67,quality,30
89a7b788217c5f67,local,30
89a7b788217c5f67,global_front2,30
89a7b788217c5f67,conditional_front2,30
3d53eff55b2855c2,raw,192
3d53eff55b2855c2,hard_safety,192
3d53eff55b2855c2,compatible,43
3d53eff55b2855c2,quality,30
3d53eff55b2855c2,local,30
3d53eff55b2855c2,global_front2,2
3d53eff55b2855c2,conditional_front2,2
8fb50dd1fb5552df,raw,192
8fb50dd1fb5552df,hard_safety,192
8fb50dd1fb5552df,compatible,35
8fb50dd1fb5552df,quality,35
8fb50dd1fb5552df,local,35
8fb50dd1fb5552df,global_front2,35
8fb50dd1fb5552df,conditional_front2,35
1dda1a63c5735182,raw,192
1dda1a63c5735182,hard_safety,192
1dda1a63c5735182,compatible,34
1dda1a63c5735182,quality,33
1dda1a63c5735182,local,33
1dda1a63c5735182,global_front2,33
1dda1a63c5735182,conditional_front2,33
006cbccbfae95262,raw,192
006cbccbfae95262,hard_safety,192
006cbccbfae95262,compatible,33
006cbccbfae95262,quality,33
006cbccbfae95262,local,33
006cbccbfae95262,global_front2,33
006cbccbfae95262,conditional_front2,33
cea771061cb25651,raw,192
cea771061cb25651,hard_safety,192
cea771061cb25651,compatible,32
cea771061cb25651,quality,25
cea771061cb25651,local,25
cea771061cb25651,global_front2,0
cea771061cb25651,conditional_front2,2
053ae221b0d351f5,raw,192
053ae221b0d351f5,hard_safety,192
053ae221b0d351f5,compatible,42
053ae221b0d351f5,quality,40
053ae221b0d351f5,local,40
053ae221b0d351f5,global_front2,0
053ae221b0d351f5,conditional_front2,2
edfca2d846ee5acf,raw,192
edfca2d846ee5acf,hard_safety,184
edfca2d846ee5acf,compatible,78
edfca2d846ee5acf,quality,68
edfca2d846ee5acf,local,66
edfca2d846ee5acf,global_front2,0
edfca2d846ee5acf,conditional_front2,2
278907212b495e23,raw,192
278907212b495e23,hard_safety,192
278907212b495e23,compatible,30
278907212b495e23,quality,27
278907212b495e23,local,27
278907212b495e23,global_front2,0
278907212b495e23,conditional_front2,2
449f34ad438e59d2,raw,192
449f34ad438e59d2,hard_safety,192
449f34ad438e59d2,compatible,33
449f34ad438e59d2,quality,33
449f34ad438e59d2,local,33
449f34ad438e59d2,global_front2,33
449f34ad438e59d2,conditional_front2,33
8c1a989cd94c5c12,raw,192
8c1a989cd94c5c12,hard_safety,186
8c1a989cd94c5c12,compatible,33
8c1a989cd94c5c12,quality,33
8c1a989cd94c5c12,local,33
8c1a989cd94c5c12,global_front2,33
8c1a989cd94c5c12,conditional_front2,33
48d4fcc3437755a8,raw,192
48d4fcc3437755a8,hard_safety,189
48d4fcc3437755a8,compatible,32
48d4fcc3437755a8,quality,27
48d4fcc3437755a8,local,27
48d4fcc3437755a8,global_front2,0
48d4fcc3437755a8,conditional_front2,2
13f740d88bf75471,raw,192
13f740d88bf75471,hard_safety,192
13f740d88bf75471,compatible,37
13f740d88bf75471,quality,34
13f740d88bf75471,local,34
13f740d88bf75471,global_front2,2
13f740d88bf75471,conditional_front2,2
8eb1bf4722515ad3,raw,192
8eb1bf4722515ad3,hard_safety,167
8eb1bf4722515ad3,compatible,37
8eb1bf4722515ad3,quality,33
8eb1bf4722515ad3,local,33
8eb1bf4722515ad3,global_front2,0
8eb1bf4722515ad3,conditional_front2,2
21249a2d4eb25ed6,raw,192
21249a2d4eb25ed6,hard_safety,192
21249a2d4eb25ed6,compatible,41
21249a2d4eb25ed6,quality,41
21249a2d4eb25ed6,local,41
21249a2d4eb25ed6,global_front2,41
21249a2d4eb25ed6,conditional_front2,41
3d44a52acf525ec7,raw,192
3d44a52acf525ec7,hard_safety,192
3d44a52acf525ec7,compatible,35
3d44a52acf525ec7,quality,35
3d44a52acf525ec7,local,35
3d44a52acf525ec7,global_front2,35
3d44a52acf525ec7,conditional_front2,35
9fad4614acc251d6,raw,192
9fad4614acc251d6,hard_safety,185
9fad4614acc251d6,compatible,50
9fad4614acc251d6,quality,34
9fad4614acc251d6,local,20
9fad4614acc251d6,global_front2,0
9fad4614acc251d6,conditional_front2,2
727278e9914354b1,raw,192
727278e9914354b1,hard_safety,192
727278e9914354b1,compatible,38
727278e9914354b1,quality,38
727278e9914354b1,local,38
727278e9914354b1,global_front2,38
727278e9914354b1,conditional_front2,38
9d722cf10d7f5bd1,raw,192
9d722cf10d7f5bd1,hard_safety,192
9d722cf10d7f5bd1,compatible,41
9d722cf10d7f5bd1,quality,41
9d722cf10d7f5bd1,local,0
9d722cf10d7f5bd1,global_front2,0
9d722cf10d7f5bd1,conditional_front2,0
14d0749e1fc85004,raw,192
14d0749e1fc85004,hard_safety,192
14d0749e1fc85004,compatible,30
14d0749e1fc85004,quality,10
14d0749e1fc85004,local,10
14d0749e1fc85004,global_front2,2
14d0749e1fc85004,conditional_front2,2
ee05069c50295595,raw,192
ee05069c50295595,hard_safety,185
ee05069c50295595,compatible,35
ee05069c50295595,quality,35
ee05069c50295595,local,35
ee05069c50295595,global_front2,35
ee05069c50295595,conditional_front2,35
5e7dad82583e5536,raw,192
5e7dad82583e5536,hard_safety,191
5e7dad82583e5536,compatible,33
5e7dad82583e5536,quality,27
5e7dad82583e5536,local,27
5e7dad82583e5536,global_front2,0
5e7dad82583e5536,conditional_front2,2
2c772a570884587c,raw,192
2c772a570884587c,hard_safety,192
2c772a570884587c,compatible,53
2c772a570884587c,quality,53
2c772a570884587c,local,53
2c772a570884587c,global_front2,53
2c772a570884587c,conditional_front2,53
aee904e6c2c35a90,raw,192
aee904e6c2c35a90,hard_safety,192
aee904e6c2c35a90,compatible,45
aee904e6c2c35a90,quality,40
aee904e6c2c35a90,local,40
aee904e6c2c35a90,global_front2,0
aee904e6c2c35a90,conditional_front2,2
0264cfbeb1705e5f,raw,192
0264cfbeb1705e5f,hard_safety,192
0264cfbeb1705e5f,compatible,76
0264cfbeb1705e5f,quality,58
0264cfbeb1705e5f,local,58
0264cfbeb1705e5f,global_front2,0
0264cfbeb1705e5f,conditional_front2,2
279ff8e3850c54e2,raw,192
279ff8e3850c54e2,hard_safety,192
279ff8e3850c54e2,compatible,83
279ff8e3850c54e2,quality,50
279ff8e3850c54e2,local,50
279ff8e3850c54e2,global_front2,0
279ff8e3850c54e2,conditional_front2,2
7c767d74b5fb5b5e,raw,192
7c767d74b5fb5b5e,hard_safety,192
7c767d74b5fb5b5e,compatible,37
7c767d74b5fb5b5e,quality,31
7c767d74b5fb5b5e,local,31
7c767d74b5fb5b5e,global_front2,0
7c767d74b5fb5b5e,conditional_front2,2
5daaf9b25cb558f9,raw,192
5daaf9b25cb558f9,hard_safety,192
5daaf9b25cb558f9,compatible,31
5daaf9b25cb558f9,quality,31
5daaf9b25cb558f9,local,31
5daaf9b25cb558f9,global_front2,31
5daaf9b25cb558f9,conditional_front2,31
864f5df8a94a508e,raw,192
864f5df8a94a508e,hard_safety,192
864f5df8a94a508e,compatible,44
864f5df8a94a508e,quality,38
864f5df8a94a508e,local,38
864f5df8a94a508e,global_front2,0
864f5df8a94a508e,conditional_front2,2
df51d2fef8c25f56,raw,192
df51d2fef8c25f56,hard_safety,192
df51d2fef8c25f56,compatible,32
df51d2fef8c25f56,quality,32
df51d2fef8c25f56,local,32
df51d2fef8c25f56,global_front2,32
df51d2fef8c25f56,conditional_front2,32
ac5b4b33a03c57fe,raw,192
ac5b4b33a03c57fe,hard_safety,192
ac5b4b33a03c57fe,compatible,35
ac5b4b33a03c57fe,quality,35
ac5b4b33a03c57fe,local,35
ac5b4b33a03c57fe,global_front2,35
ac5b4b33a03c57fe,conditional_front2,35
99adfd4cd925504d,raw,192
99adfd4cd925504d,hard_safety,157
99adfd4cd925504d,compatible,34
99adfd4cd925504d,quality,32
99adfd4cd925504d,local,30
99adfd4cd925504d,global_front2,0
99adfd4cd925504d,conditional_front2,2
1cba0de871fc5bfb,raw,192
1cba0de871fc5bfb,hard_safety,192
1cba0de871fc5bfb,compatible,34
1cba0de871fc5bfb,quality,34
1cba0de871fc5bfb,local,34
1cba0de871fc5bfb,global_front2,34
1cba0de871fc5bfb,conditional_front2,34
f84ac4472da55b91,raw,192
f84ac4472da55b91,hard_safety,192
f84ac4472da55b91,compatible,33
f84ac4472da55b91,quality,28
f84ac4472da55b91,local,28
f84ac4472da55b91,global_front2,0
f84ac4472da55b91,conditional_front2,2
bcc74e9eaae05ca4,raw,192
bcc74e9eaae05ca4,hard_safety,192
bcc74e9eaae05ca4,compatible,33
bcc74e9eaae05ca4,quality,14
bcc74e9eaae05ca4,local,14
bcc74e9eaae05ca4,global_front2,0
bcc74e9eaae05ca4,conditional_front2,2
4fe8a056f88154d5,raw,192
4fe8a056f88154d5,hard_safety,192
4fe8a056f88154d5,compatible,30
4fe8a056f88154d5,quality,20
4fe8a056f88154d5,local,20
4fe8a056f88154d5,global_front2,0
4fe8a056f88154d5,conditional_front2,2
16ff52ac5d085cac,raw,192
16ff52ac5d085cac,hard_safety,192
16ff52ac5d085cac,compatible,29
16ff52ac5d085cac,quality,21
16ff52ac5d085cac,local,21
16ff52ac5d085cac,global_front2,0
16ff52ac5d085cac,conditional_front2,2
584a14a3e42050c4,raw,192
584a14a3e42050c4,hard_safety,192
584a14a3e42050c4,compatible,45
584a14a3e42050c4,quality,26
584a14a3e42050c4,local,26
584a14a3e42050c4,global_front2,0
584a14a3e42050c4,conditional_front2,2
4a5834900788560a,raw,192
4a5834900788560a,hard_safety,192
4a5834900788560a,compatible,30
4a5834900788560a,quality,19
4a5834900788560a,local,19
4a5834900788560a,global_front2,0
4a5834900788560a,conditional_front2,2
e6046882cf485f3a,raw,192
e6046882cf485f3a,hard_safety,182
e6046882cf485f3a,compatible,32
e6046882cf485f3a,quality,19
e6046882cf485f3a,local,18
e6046882cf485f3a,global_front2,0
e6046882cf485f3a,conditional_front2,2
873f4bc746a55d13,raw,192
873f4bc746a55d13,hard_safety,181
873f4bc746a55d13,compatible,34
873f4bc746a55d13,quality,33
873f4bc746a55d13,local,31
873f4bc746a55d13,global_front2,31
873f4bc746a55d13,conditional_front2,31
96886b2d240e5275,raw,192
96886b2d240e5275,hard_safety,192
96886b2d240e5275,compatible,74
96886b2d240e5275,quality,66
96886b2d240e5275,local,66
96886b2d240e5275,global_front2,1
96886b2d240e5275,conditional_front2,2
190b153cfd3b5302,raw,192
190b153cfd3b5302,hard_safety,192
190b153cfd3b5302,compatible,54
190b153cfd3b5302,quality,18
190b153cfd3b5302,local,18
190b153cfd3b5302,global_front2,1
190b153cfd3b5302,conditional_front2,2
e1b0455379fd5adf,raw,192
e1b0455379fd5adf,hard_safety,192
e1b0455379fd5adf,compatible,39
e1b0455379fd5adf,quality,39
e1b0455379fd5adf,local,39
e1b0455379fd5adf,global_front2,39
e1b0455379fd5adf,conditional_front2,39
a801ebe0c8a55faf,raw,192
a801ebe0c8a55faf,hard_safety,192
a801ebe0c8a55faf,compatible,30
a801ebe0c8a55faf,quality,30
a801ebe0c8a55faf,local,30
a801ebe0c8a55faf,global_front2,30
a801ebe0c8a55faf,conditional_front2,30
8caca31e4dc357be,raw,192
8caca31e4dc357be,hard_safety,192
8caca31e4dc357be,compatible,34
8caca31e4dc357be,quality,27
8caca31e4dc357be,local,27
8caca31e4dc357be,global_front2,0
8caca31e4dc357be,conditional_front2,2
a8263f179cca558d,raw,192
a8263f179cca558d,hard_safety,192
a8263f179cca558d,compatible,36
a8263f179cca558d,quality,36
a8263f179cca558d,local,36
a8263f179cca558d,global_front2,36
a8263f179cca558d,conditional_front2,36
22dddd249c8e5fe4,raw,192
22dddd249c8e5fe4,hard_safety,190
22dddd249c8e5fe4,compatible,29
22dddd249c8e5fe4,quality,16
22dddd249c8e5fe4,local,16
22dddd249c8e5fe4,global_front2,0
22dddd249c8e5fe4,conditional_front2,2
bcd578c19d9857ea,raw,192
bcd578c19d9857ea,hard_safety,192
bcd578c19d9857ea,compatible,32
bcd578c19d9857ea,quality,19
bcd578c19d9857ea,local,19
bcd578c19d9857ea,global_front2,0
bcd578c19d9857ea,conditional_front2,2
c4c0b5cb93d85645,raw,192
c4c0b5cb93d85645,hard_safety,192
c4c0b5cb93d85645,compatible,37
c4c0b5cb93d85645,quality,16
c4c0b5cb93d85645,local,16
c4c0b5cb93d85645,global_front2,0
c4c0b5cb93d85645,conditional_front2,2
0fae6a22120d5bc2,raw,192
0fae6a22120d5bc2,hard_safety,192
0fae6a22120d5bc2,compatible,31
0fae6a22120d5bc2,quality,31
0fae6a22120d5bc2,local,31
0fae6a22120d5bc2,global_front2,31
0fae6a22120d5bc2,conditional_front2,31
9d67b6d20a0256c3,raw,192
9d67b6d20a0256c3,hard_safety,189
9d67b6d20a0256c3,compatible,32
9d67b6d20a0256c3,quality,27
9d67b6d20a0256c3,local,27
9d67b6d20a0256c3,global_front2,27
9d67b6d20a0256c3,conditional_front2,27
548d6bf7b63459e7,raw,192
548d6bf7b63459e7,hard_safety,192
548d6bf7b63459e7,compatible,29
548d6bf7b63459e7,quality,20
548d6bf7b63459e7,local,20
548d6bf7b63459e7,global_front2,0
548d6bf7b63459e7,conditional_front2,2
0f44c6e6440654d0,raw,192
0f44c6e6440654d0,hard_safety,192
0f44c6e6440654d0,compatible,40
0f44c6e6440654d0,quality,39
0f44c6e6440654d0,local,39
0f44c6e6440654d0,global_front2,39
0f44c6e6440654d0,conditional_front2,39
85fb576381c15527,raw,192
85fb576381c15527,hard_safety,192
85fb576381c15527,compatible,32
85fb576381c15527,quality,32
85fb576381c15527,local,32
85fb576381c15527,global_front2,32
85fb576381c15527,conditional_front2,32
d79d2c9951f35626,raw,192
d79d2c9951f35626,hard_safety,192
d79d2c9951f35626,compatible,32
d79d2c9951f35626,quality,19
d79d2c9951f35626,local,19
d79d2c9951f35626,global_front2,0
d79d2c9951f35626,conditional_front2,2
980c4467fdf156c4,raw,192
980c4467fdf156c4,hard_safety,152
980c4467fdf156c4,compatible,31
980c4467fdf156c4,quality,31
980c4467fdf156c4,local,0
980c4467fdf156c4,global_front2,0
980c4467fdf156c4,conditional_front2,0
11ceee170b09535e,raw,192
11ceee170b09535e,hard_safety,159
11ceee170b09535e,compatible,30
11ceee170b09535e,quality,30
11ceee170b09535e,local,30
11ceee170b09535e,global_front2,30
11ceee170b09535e,conditional_front2,30
c550cadc4a515e6b,raw,192
c550cadc4a515e6b,hard_safety,192
c550cadc4a515e6b,compatible,31
c550cadc4a515e6b,quality,24
c550cadc4a515e6b,local,24
c550cadc4a515e6b,global_front2,0
c550cadc4a515e6b,conditional_front2,2
4fdf21ae819f5cf9,raw,192
4fdf21ae819f5cf9,hard_safety,192
4fdf21ae819f5cf9,compatible,52
4fdf21ae819f5cf9,quality,52
4fdf21ae819f5cf9,local,52
4fdf21ae819f5cf9,global_front2,52
4fdf21ae819f5cf9,conditional_front2,52
9af521b071b75ede,raw,192
9af521b071b75ede,hard_safety,192
9af521b071b75ede,compatible,32
9af521b071b75ede,quality,32
9af521b071b75ede,local,32
9af521b071b75ede,global_front2,32
9af521b071b75ede,conditional_front2,32
94fd2d5eaaff5125,raw,192
94fd2d5eaaff5125,hard_safety,189
94fd2d5eaaff5125,compatible,31
94fd2d5eaaff5125,quality,24
94fd2d5eaaff5125,local,24
94fd2d5eaaff5125,global_front2,0
94fd2d5eaaff5125,conditional_front2,2
3bfe55c892ef5093,raw,192
3bfe55c892ef5093,hard_safety,192
3bfe55c892ef5093,compatible,37
3bfe55c892ef5093,quality,31
3bfe55c892ef5093,local,0
3bfe55c892ef5093,global_front2,0
3bfe55c892ef5093,conditional_front2,0
76c61e8e77975178,raw,192
76c61e8e77975178,hard_safety,177
76c61e8e77975178,compatible,31
76c61e8e77975178,quality,31
76c61e8e77975178,local,31
76c61e8e77975178,global_front2,31
76c61e8e77975178,conditional_front2,31
6aa0f931a89f5d9a,raw,192
6aa0f931a89f5d9a,hard_safety,192
6aa0f931a89f5d9a,compatible,32
6aa0f931a89f5d9a,quality,32
6aa0f931a89f5d9a,local,32
6aa0f931a89f5d9a,global_front2,32
6aa0f931a89f5d9a,conditional_front2,32
7f3aa59671c45291,raw,192
7f3aa59671c45291,hard_safety,192
7f3aa59671c45291,compatible,44
7f3aa59671c45291,quality,44
7f3aa59671c45291,local,44
7f3aa59671c45291,global_front2,44
7f3aa59671c45291,conditional_front2,44
c17be2d2a6f65008,raw,192
c17be2d2a6f65008,hard_safety,166
c17be2d2a6f65008,compatible,13
c17be2d2a6f65008,quality,8
c17be2d2a6f65008,local,2
c17be2d2a6f65008,global_front2,2
c17be2d2a6f65008,conditional_front2,2
f6d7cbb8505f5782,raw,192
f6d7cbb8505f5782,hard_safety,192
f6d7cbb8505f5782,compatible,37
f6d7cbb8505f5782,quality,37
f6d7cbb8505f5782,local,37
f6d7cbb8505f5782,global_front2,37
f6d7cbb8505f5782,conditional_front2,37
59b4fffb7aef599d,raw,192
59b4fffb7aef599d,hard_safety,192
59b4fffb7aef599d,compatible,48
59b4fffb7aef599d,quality,48
59b4fffb7aef599d,local,0
59b4fffb7aef599d,global_front2,0
59b4fffb7aef599d,conditional_front2,0
5c722cde25ba50d9,raw,192
5c722cde25ba50d9,hard_safety,192
5c722cde25ba50d9,compatible,34
5c722cde25ba50d9,quality,34
5c722cde25ba50d9,local,34
5c722cde25ba50d9,global_front2,34
5c722cde25ba50d9,conditional_front2,34
248aeb1af182529b,raw,192
248aeb1af182529b,hard_safety,192
248aeb1af182529b,compatible,33
248aeb1af182529b,quality,24
248aeb1af182529b,local,24
248aeb1af182529b,global_front2,0
248aeb1af182529b,conditional_front2,2
8dff3247e7415c0d,raw,192
8dff3247e7415c0d,hard_safety,166
8dff3247e7415c0d,compatible,5
8dff3247e7415c0d,quality,5
8dff3247e7415c0d,local,0
8dff3247e7415c0d,global_front2,0
8dff3247e7415c0d,conditional_front2,0
df244d376fd85a93,raw,192
df244d376fd85a93,hard_safety,170
df244d376fd85a93,compatible,29
df244d376fd85a93,quality,25
df244d376fd85a93,local,25
df244d376fd85a93,global_front2,5
df244d376fd85a93,conditional_front2,6
06f781885ea25f20,raw,192
06f781885ea25f20,hard_safety,192
06f781885ea25f20,compatible,29
06f781885ea25f20,quality,21
06f781885ea25f20,local,21
06f781885ea25f20,global_front2,0
06f781885ea25f20,conditional_front2,2
dabc9a6d5e755758,raw,192
dabc9a6d5e755758,hard_safety,192
dabc9a6d5e755758,compatible,56
dabc9a6d5e755758,quality,44
dabc9a6d5e755758,local,44
dabc9a6d5e755758,global_front2,0
dabc9a6d5e755758,conditional_front2,2
666ee535a52a5acc,raw,192
666ee535a52a5acc,hard_safety,192
666ee535a52a5acc,compatible,35
666ee535a52a5acc,quality,35
666ee535a52a5acc,local,35
666ee535a52a5acc,global_front2,35
666ee535a52a5acc,conditional_front2,35
afe0ef0cd35b57f7,raw,192
afe0ef0cd35b57f7,hard_safety,192
afe0ef0cd35b57f7,compatible,31
afe0ef0cd35b57f7,quality,19
afe0ef0cd35b57f7,local,19
afe0ef0cd35b57f7,global_front2,0
afe0ef0cd35b57f7,conditional_front2,2
b7d4e7ebc5c75968,raw,192
b7d4e7ebc5c75968,hard_safety,192
b7d4e7ebc5c75968,compatible,33
b7d4e7ebc5c75968,quality,21
b7d4e7ebc5c75968,local,21
b7d4e7ebc5c75968,global_front2,0
b7d4e7ebc5c75968,conditional_front2,2
bc5eb52653bc5031,raw,192
bc5eb52653bc5031,hard_safety,192
bc5eb52653bc5031,compatible,31
bc5eb52653bc5031,quality,26
bc5eb52653bc5031,local,26
bc5eb52653bc5031,global_front2,0
bc5eb52653bc5031,conditional_front2,2
6793006a7d995092,raw,192
6793006a7d995092,hard_safety,192
6793006a7d995092,compatible,33
6793006a7d995092,quality,33
6793006a7d995092,local,33
6793006a7d995092,global_front2,33
6793006a7d995092,conditional_front2,33
9e7acfb214dd58eb,raw,192
9e7acfb214dd58eb,hard_safety,143
9e7acfb214dd58eb,compatible,31
9e7acfb214dd58eb,quality,31
9e7acfb214dd58eb,local,31
9e7acfb214dd58eb,global_front2,31
9e7acfb214dd58eb,conditional_front2,31
6cda2f0cbda156bd,raw,192
6cda2f0cbda156bd,hard_safety,190
6cda2f0cbda156bd,compatible,37
6cda2f0cbda156bd,quality,23
6cda2f0cbda156bd,local,23
6cda2f0cbda156bd,global_front2,0
6cda2f0cbda156bd,conditional_front2,2
beea15c8657d59a2,raw,192
beea15c8657d59a2,hard_safety,192
beea15c8657d59a2,compatible,36
beea15c8657d59a2,quality,29
beea15c8657d59a2,local,29
beea15c8657d59a2,global_front2,0
beea15c8657d59a2,conditional_front2,2
1971c4278e675b9d,raw,192
1971c4278e675b9d,hard_safety,192
1971c4278e675b9d,compatible,30
1971c4278e675b9d,quality,25
1971c4278e675b9d,local,25
1971c4278e675b9d,global_front2,0
1971c4278e675b9d,conditional_front2,2
c7009bf1a2025be7,raw,192
c7009bf1a2025be7,hard_safety,190
c7009bf1a2025be7,compatible,31
c7009bf1a2025be7,quality,25
c7009bf1a2025be7,local,25
c7009bf1a2025be7,global_front2,0
c7009bf1a2025be7,conditional_front2,2
c37c94fa634f5265,raw,192
c37c94fa634f5265,hard_safety,192
c37c94fa634f5265,compatible,32
c37c94fa634f5265,quality,18
c37c94fa634f5265,local,18
c37c94fa634f5265,global_front2,0
c37c94fa634f5265,conditional_front2,2
caaf3bef91ac58a3,raw,192
caaf3bef91ac58a3,hard_safety,186
caaf3bef91ac58a3,compatible,30
caaf3bef91ac58a3,quality,16
caaf3bef91ac58a3,local,16
caaf3bef91ac58a3,global_front2,2
caaf3bef91ac58a3,conditional_front2,2
89c4479f74c05538,raw,192
89c4479f74c05538,hard_safety,192
89c4479f74c05538,compatible,54
89c4479f74c05538,quality,54
89c4479f74c05538,local,54
89c4479f74c05538,global_front2,54
89c4479f74c05538,conditional_front2,54
7f35bb1a29c1549f,raw,192
7f35bb1a29c1549f,hard_safety,192
7f35bb1a29c1549f,compatible,31
7f35bb1a29c1549f,quality,30
7f35bb1a29c1549f,local,30
7f35bb1a29c1549f,global_front2,30
7f35bb1a29c1549f,conditional_front2,30
b46befc3e5a756ec,raw,192
b46befc3e5a756ec,hard_safety,192
b46befc3e5a756ec,compatible,29
b46befc3e5a756ec,quality,21
b46befc3e5a756ec,local,21
b46befc3e5a756ec,global_front2,1
b46befc3e5a756ec,conditional_front2,2
f06dec0352685bd7,raw,192
f06dec0352685bd7,hard_safety,192
f06dec0352685bd7,compatible,30
f06dec0352685bd7,quality,24
f06dec0352685bd7,local,24
f06dec0352685bd7,global_front2,0
f06dec0352685bd7,conditional_front2,2
9956d04c0d275e7d,raw,192
9956d04c0d275e7d,hard_safety,192
9956d04c0d275e7d,compatible,41
9956d04c0d275e7d,quality,41
9956d04c0d275e7d,local,41
9956d04c0d275e7d,global_front2,41
9956d04c0d275e7d,conditional_front2,41
edb7e230c20f542a,raw,192
edb7e230c20f542a,hard_safety,180
edb7e230c20f542a,compatible,37
edb7e230c20f542a,quality,33
edb7e230c20f542a,local,0
edb7e230c20f542a,global_front2,0
edb7e230c20f542a,conditional_front2,0
bbe9d736a2595720,raw,192
bbe9d736a2595720,hard_safety,192
bbe9d736a2595720,compatible,31
bbe9d736a2595720,quality,23
bbe9d736a2595720,local,23
bbe9d736a2595720,global_front2,0
bbe9d736a2595720,conditional_front2,2
8f7d5b80e1f85c3c,raw,192
8f7d5b80e1f85c3c,hard_safety,192
8f7d5b80e1f85c3c,compatible,32
8f7d5b80e1f85c3c,quality,25
8f7d5b80e1f85c3c,local,25
8f7d5b80e1f85c3c,global_front2,0
8f7d5b80e1f85c3c,conditional_front2,2
3c9433a90ab05621,raw,192
3c9433a90ab05621,hard_safety,192
3c9433a90ab05621,compatible,29
3c9433a90ab05621,quality,29
3c9433a90ab05621,local,29
3c9433a90ab05621,global_front2,29
3c9433a90ab05621,conditional_front2,29
b37c26e5cdf853d5,raw,192
b37c26e5cdf853d5,hard_safety,192
b37c26e5cdf853d5,compatible,34
b37c26e5cdf853d5,quality,34
b37c26e5cdf853d5,local,34
b37c26e5cdf853d5,global_front2,34
b37c26e5cdf853d5,conditional_front2,34
6dfe97d2aff95bf6,raw,192
6dfe97d2aff95bf6,hard_safety,187
6dfe97d2aff95bf6,compatible,29
6dfe97d2aff95bf6,quality,26
6dfe97d2aff95bf6,local,26
6dfe97d2aff95bf6,global_front2,0
6dfe97d2aff95bf6,conditional_front2,2
9e66bc21c0d4507d,raw,192
9e66bc21c0d4507d,hard_safety,192
9e66bc21c0d4507d,compatible,29
9e66bc21c0d4507d,quality,29
9e66bc21c0d4507d,local,29
9e66bc21c0d4507d,global_front2,29
9e66bc21c0d4507d,conditional_front2,29
121fdf5f01785268,raw,192
121fdf5f01785268,hard_safety,189
121fdf5f01785268,compatible,34
121fdf5f01785268,quality,22
121fdf5f01785268,local,22
121fdf5f01785268,global_front2,0
121fdf5f01785268,conditional_front2,2
9349bacb4a225ae3,raw,192
9349bacb4a225ae3,hard_safety,192
9349bacb4a225ae3,compatible,40
9349bacb4a225ae3,quality,30
9349bacb4a225ae3,local,30
9349bacb4a225ae3,global_front2,0
9349bacb4a225ae3,conditional_front2,2
704c2533b66353b5,raw,192
704c2533b66353b5,hard_safety,192
704c2533b66353b5,compatible,32
704c2533b66353b5,quality,23
704c2533b66353b5,local,23
704c2533b66353b5,global_front2,0
704c2533b66353b5,conditional_front2,2
4ffc3aacc76d5d43,raw,192
4ffc3aacc76d5d43,hard_safety,192
4ffc3aacc76d5d43,compatible,32
4ffc3aacc76d5d43,quality,25
4ffc3aacc76d5d43,local,25
4ffc3aacc76d5d43,global_front2,0
4ffc3aacc76d5d43,conditional_front2,2
ea808fbdaf2a5375,raw,192
ea808fbdaf2a5375,hard_safety,192
ea808fbdaf2a5375,compatible,31
ea808fbdaf2a5375,quality,31
ea808fbdaf2a5375,local,31
ea808fbdaf2a5375,global_front2,31
ea808fbdaf2a5375,conditional_front2,31
e47dc9b07dd857a3,raw,192
e47dc9b07dd857a3,hard_safety,146
e47dc9b07dd857a3,compatible,2
e47dc9b07dd857a3,quality,2
e47dc9b07dd857a3,local,2
e47dc9b07dd857a3,global_front2,0
e47dc9b07dd857a3,conditional_front2,2
0d38caf0c7c650e8,raw,192
0d38caf0c7c650e8,hard_safety,187
0d38caf0c7c650e8,compatible,36
